Modèle;date;type;feu_croisement;feu_route;eclairage_jour;feu_position;feu_antibrouillard;clignotant_avant_voiture;clignotant_arriere_voiture;feu_arriere;feu_stop;feu_plaque_immatriculation;eclairage_interieur;eclairage_coffre;
;;;;;;;;;;;;;W5W;;
LANCER VII Estate (CS_W,;09/03-10/08;Standard;H4;H4;-;W5W;H3;W21W;PY21W;W21/5W;W21/5W;W5W;**;W5W;
CT_W);;;;;;;;;;;;;;;
LANCER VIII (CY_A, CZ_A);03/07->>;Halogen;HB4;HB3;-;W5W;H11;WY21W;W21W;W5W;W21/5W;W5W;-;-;
;;Bi-Xenon;D2S;D2S;-;W5W;H11;WY21W;W21W;W5W;W21/5W;W5W;-;-;
LANCER VIII Sportback;10/07->>;Halogen;HB4;HB3;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;-;-;
(CX_A);;;;;;;;;;;;;;;
;;Bi-Xenon;D2S;D2S;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;-;-;
MIRAGE / SPACE STAR VI;05/12->>;Standard;H4;H4;P13W;W5W;H8;PY21W;P21W;P21/5W;P21/5W;W5W;**;C5W;
Hatchback (A0_A);;;;;;;;;;;;;;;
MIRAGE Saloon (A1_A);07/13->>;Standard;H4;H4;P13W;W5W;H8;PY21W;P21W;P21/5W;P21/5W;W5W;**;C5W;
OUTLANDER I (CU_W);03/01-12/06;avec phare simple4;H4;H4;-;W5W;HB4/H11;WY21W;WY21W;W21W/;W21/5W;W5W;**;-;
;;;;;;;;;;W5W;;;;;
;;avec phare double6;H1;HB3;-;W5W;HB4/H11;WY21W;WY21W;W21W/;W21/5W;W5W;**;-;
;;;;;;;;;;W5W;;;;;
OUTLANDER II (CW_W);11/06-12/12;Halogen;HB4;HB3;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
;;Xenon;D2R;HB3;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
;;Bi-Xenon;D2S;D2S;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
OUTLANDER II Van;12/06->>;Halogen;HB4;HB3;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
(CW_W);;;;;;;;;;;;;;;
;;Xenon;D2R;HB3;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
;;Bi-Xenon;D2S;D2S;-;W5W;H11;WY21W;WY21W;LED;LED;W5W;-;-;
OUTLANDER III (GG_W,;08/12->>;Halogen;H7;HB3;P13W/;W5W/LED;H11/H8/;PY21W;PY21W;P21/5W/;P21/5W/;W5W;**;-;
GF_W, ZJ, ZL);;;;;LED;;H16;;;LED;LED;;;;
;;Xenon;D4S;HB3;P13W/;W5W/LED;H11/H8/;PY21W;PY21W;P21/5W/;P21/5W/;W5W;**;-;
;;;;;LED;;H16;;;LED;LED;;;;
;;LED;LED;HB3;LED;LED;H16;PY21W;PY21W;P21/5W/;P21/5W/;W5W;**;-;
;;;;;;;;;;LED;LED;;;;
OUTLANDER III Van;08/12->>;Halogen;H7;HB3;P13W/;W5W/LED;H11/H8;PY21W;PY21W;P21/5W/;P21/5W/;W5W;-;-;
(GF_W, GG_W);;;;;LED;;;;;LED;LED;;;;
;;Xenon;D4S;HB3;P13W/;W5W/LED;H11/H8;PY21W;PY21W;P21/5W/;P21/5W/;W5W;-;-;
;;;;;LED;;;;;LED;LED;;;;
;;LED;LED;HB3;P13W/;W5W/LED;H16;PY21W;PY21W;P21/5W/;P21/5W/;W5W;-;-;
;;;;;LED;;;;;LED;LED;;;;
PAJERO CLASSIC (V2_W,;06/02->>;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;R10W;6411;-;
V6_W, V7_W);;;;;;;;;;;;;;;
PAJERO II (V3_W, V2_W,;12/90-10/99;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W;6411;6411;
V4_W);;;;;;;;;;;;;;;
PAJERO II Canvas Top;12/90-04/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W;6411;-;
(V2_W, V4_W);;;;;;;;;;;;;;;
PAJERO III (V7_W, V6_W);01/99-01/07;> 2002/09;H4;H4;-;W5W;HB4;W21W;P21W;P21/5W;P21/5W;W5W;**;-;
;;< 2002/10;H4;H4;-;W5W;HB4;W21W;PY21W;W21/5W;W21/5W;W5W;**;-;
PAJERO III Canvas Top (V6_W, V7_W);04/00-12/06;> 2002/09;H4;H4;-;W5W;HB4;W21W;P21W;P21/5W;P21/5W;W5W;**;-;
;;< 2002/10;H4;H4;-;W5W;HB4;W21W;PY21W;W21/5W;W21/5W;W5W;**;-;
PAJERO IV (V8_W, V9_W);11/06->>;Halogen;H11;H9;-;W5W/LED;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;> 2013/03, Xenon;D2S;H9;-;W5W/LED;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;< 2013/04, Xenon;D4S;H9;-;W5W/LED;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
PAJERO IV Van (V9_, V8_, V8_V);11/06->>;Halogen;H11;H9;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;> 2013/03, Xenon;D2S;H9;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
;;< 2013/04, Xenon;D4S;H9;-;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;-;
PAJERO PININ I (H6_W, H7_W);03/99-06/07;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;**;**;
PAJERO SPORT I (K7_, K9_);07/96->>;> 1999/08;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;-;**;
;;< 1999/09;H4;H4;-;W5W;H3;W21W;P21W;P21/5W;P21/5W;W5W;-;**;
PAJERO SPORT II (KH_, KG_);07/08->>;Halogen;H11;HB3;-;W5W;H11;PY21W;PY21W;W5W;P21/5W;W5W;**;-;
;;Xenon;D2S;HB3;-;W5W;H11;PY21W;PY21W;W5W;P21/5W;W5W;**;-;
PAJERO SPORT III (KS_);08/15->>;Halogen;H4;H4;P13W;W5W;H8;PY21W;PY21W;LED;P21/5W/ LED;W5W;**;**;
;;LED;LED;LED;LED;LED;H16;PY21W;PY21W;LED;P21/5W/ LED;W5W;**;**;
PAJERO SPORT VAN I (K90);12/99-01/08;Standard;H4;H4;-;W5W;H3;W21W;P21W;P21/5W;P21/5W;W5W;**;-;
SANTAMO;03/99-12/04;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;T4W;6411;-;
SIGMA (F2_A, F1_A);10/90-07/96;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;C5W;
SIGMA Station Wagon (F0_W);06/92-10/96;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;6411;
SPACE RUNNER (N1_W, N2_W);10/91-08/99;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;T4W;**;-;
SPACE RUNNER (N6_W);08/99-08/02;Standard;H4;H4;-;W5W;HB4;W21W;W21W;W5W;W21W;W5W;**;C5W;
SPACE STAR MPV (DG_A);06/98-12/04;> 2002/04;H4;H4;-;T4W;H7;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;6411/ C5W;6411;
;;< 2002/05;H4;H4;-;T4W;HB4;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;W5W;6411/ C5W;6411;
SPACE WAGON (N3_W, N4_W);05/91-11/98;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;T4W;6411;-;
SPACE WAGON (N9_W, N8_W);10/98-12/04;Standard;H4;H4;-;W5W;H3;W21W;W21W;W21/5W;W21/5W;W5W;**;C5W;
*NISSAN;;;;;;;;;;;;;;;
100NX (B13);03/90-01/96;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W;6411;C5W;
200SX Coupe (S14);10/93-12/99;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
300ZX (Z32);09/89-12/00;Standard;H3;H1;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411;**;
350Z Coupe (Z33);09/02-11/09;Xenon;D2S;H7;-;W5W;-;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;C5W;
;;Bi-Xenon;D2S;D2S;-;W5W;-;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;C5W;
350Z Roadster (Z33);10/03-12/09;Xenon;D2S;H7;-;W5W;-;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;C5W;
;;Bi-Xenon;D2S;D2S;-;W5W;-;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;**;C5W;
370 Z Coupe (Z34);04/09->>;Bi-Xenon;D2S;D2S;LED;W5W;-;WY21W;WY21W;LED;LED;W5W;-;-;
370Z Roadster (Z34);01/09->>;Bi-Xenon;D2S;D2S;LED;W5W;-;WY21W;WY21W;LED;LED;W5W;-;-;
ALMERA Classic (B10);03/06->>;Standard;H7;H1;-;W5W;H8;PY21W;P21W;P21/5W;P21/5W;W5W;**;-;
ALMERA I (N15);07/95-07/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;W3W;
ALMERA I Hatchback (N15);07/95-07/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;W3W;
ALMERA II (N16);06/00->>;> 2002/07;H7;H1;-;W5W;H3;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;**;-;
;;< 2002/08;H7;H7;-;W5W;H11;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;**;-;
ALMERA II Hatchback (N16);01/00->>;> 2002/07;H7;H1;-;W5W;H3;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;6411;W5W;
;;< 2001/01;H7;H7;-;W5W;H11;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;6411;W5W;
ALMERA TINO (V10);08/00->>;Standard;H7;H7;-;W5W;HB4;P21W/ PY21W;W21W;P21/5W;P21/5W;W5W;**;-;
ARIYA (FE0);07/20->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;LED;LED;
CUBE (Z12);09/07->>;Standard;H4;H4;-;W5W;H8;PY21W;PY21W;W5W;W21/5W;W5W;-;-;
GT-R (R35);12/07->>;Xenon;D2S;H9;LED;W5W;-;WY21W;WY21W;LED;LED;W5W;W5W;W3W;
;;LED;LED;LED;LED;LED;-;WY21W;WY21W;LED;LED;W5W;W5W;W3W;
INTERSTAR Van (X70);07/02->>;avec phare simple4;H4;H4;-;W5W;-;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;-;-;
;;avec phare double6;H7;H1;-;W5W;-;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;-;-;
INTERSTAR Bus (X70);07/02->>;avec phare simple4;H4;H4;-;W5W;H1;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;-;-;
;;avec phare double6;H7;H1;-;W5W;H1;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;-;-;
INTERSTAR Van (X62B);11/21->>;Standard;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W/**;-;
INTERSTAR Platform/ Chassis (X70);08/03->>;Standard;H7;H1;-;W5W;H1;P21W/ PY21W;P21W;P21/5W;P21/5W;R10W;C5W;-;
INTERSTAR Platform/ Chassis (X62B);11/21->>;Standard;H7;H1;-;W5W;H11;PY21W;P21W;R10W;P21W;R10W;**;-;
JUKE (F15);06/10->>;> 2014/04;H4;H4;-;W5W;H8;PY21W;W21W;W21/5W;W21/5W;W5W;**;C5W;
;;< 2014/05, Halogen;H11;HB3;LED;LED;H11;WY21W;WY21W;LED;W21/5W;W5W;**;C5W;
;;< 2014/05, Xenon;D2S;HB3;LED;LED;H11;WY21W;WY21W;LED;W21/5W;W5W;**;C5W;
JUKE (F16_);08/19->>;Standard;LED;LED;LED;LED;LED;WY21W;WY21W;LED;LED;W5W;LED;LED;
KICKS (P15_);01/16->>;Halogen;H11;62213;LED;W5W;H8;WY21W;WY21W;W21W/ LED;W21W/ LED;W5W;**;W5W;
;;LED;LED;LED;LED;LED;H8;LED;WY21W;W21W/ LED;W21W/ LED;W5W;**;W5W;
KUBISTAR Van (X76);08/03->>;Standard;H4;H4;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;W5W;**;6411/ C5W;
KUBISTAR MPV (X76);08/03-10/09;Standard;H4;H4;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;W5W;**;6411/ C5W;
LEAF (ZE0);11/10->>;LED;LED;H9;P13W;W5W;H8;PY21W;WY21W;LED;LED;W5W;**;**;
;;Halogen;H4;H4;P13W;W5W;H8;WY21W;WY21W;LED;LED;W5W;**;**;
LEAF (ZE1);08/17->>;Halogen;H11;HB3;LED;LED;H8;WY21W;WY21W;LED;LED;W5W;**;W5W;
;;LED;LED;LED;LED;LED;H8;WY21W;WY21W;LED;LED;W5W;**;W5W;
MAXIMA / MAXIMA QX IV;03/94-08/00;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
(A32);;;;;;;;;;;;;;;
MAXIMA / MAXIMA QX V;04/99-11/03;Halogen;HB4;HB3;-;W5W;H3;PY21W;PY21W;W21/5W;W21/5W;W5W;6411;-;
(A33);;;;;;;;;;;;;;;
;;Xenon;D2R;HB3;-;W5W;H3;PY21W;PY21W;W21/5W;W21/5W;W5W;6411;-;
MICRA C+C III (K12);08/05->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;6411;
MICRA II (K11);01/92-02/03;Standard;H4;H4;-;W5W;H3;P21W/;P21W;P21/5W;P21/5W;W5W;6411;W5W;
;;;;;;;;PY21W;;;;;;;
MICRA III (K12);01/03-06/10;Standard;H4;H4;-;W5W;H11;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
MICRA IV (K13K);05/10->>;> 2013/05;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
;;< 2013/06;H4;H4;-;W5W;H11;WY21W;WY21W;W21/5W/;W21/5W/;W5W;**;-;
;;;;;;;;;;LED;LED;;;;
MICRA V (K14);12/16->>;Halogen;H11;H9;LED;LED;H8;WY21W;WY21W;W5W;W21/5W;W5W;W5W;W5W;
;;LED;LED;LED;LED;LED;H8;WY21W;WY21W;W5W;W21/5W;W5W;W5W;W5W;
MURANO I (Z50);08/03-09/08;Bi-Xenon;D2R;D2R;-;R5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;**;
MURANO II (Z51);10/07-09/14;Bi-Xenon;D2S;D2S;-;W5W;H8;WY21W;W21W;LED;LED;W5W;LED;**;
MURANO III (Z52_);10/14->>;Halogen;H11;H9;LED;LED;H11;WY21W;WY21W;LED;LED;W5W;LED;LED;
;;LED;LED;LED;LED;LED;H11;WY21W;WY21W;LED;LED;W5W;LED;LED;
NP300 NAVARA Pickup;07/14->>;Halogen;H4;H4;WY16W;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
(D23, D23T);;;;;;;;;;;;;;;
;;LED;LED;LED;LED;LED;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
NAVARA Platform/Chassis;01/15->>;Halogen;H4;H4;WY16W;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
(D23);;;;;;;;;;;;;;;
;;LED;LED;LED;LED;LED;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
NOTE (E11, NE11);03/06->>;Standard;H4;H4;-;W5W;H8;PY21W;WY16W;P21/5W;P21/5W;W5W;-;6411;
NOTE (E12);06/13->>;Standard;H4;H4;PS19W;W5W;H11;PY21W;WY21W;W5W;LED;W5W;W5W;W5W;
NP200;10/08->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
NP300 NAVARA (D40);10/04->>;Halogen;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
NP300 NAVARA Pickup;07/14->>;Halogen;H4;H4;WY16W;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
(D23, D23T);;;;;;;;;;;;;;;
;;LED;LED;LED;LED;LED;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
NP300 NAVARA Platform/;08/08->>;Standard;H4;H4;-;W5W;H11;PY21W;P21W;R5W;P21W;R5W;-;-;
Chassis (D40);;;;;;;;;;;;;;;
NP300 PICKUP (D22);04/08->>;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W/;6411;-;
;;;;;;;;;;;;W5W;;;
NT400 CABSTAR (F24M);01/14->>;Standard;H4;H4;P13W;W5W;H11/H8;PY21W;PY21W;R10W;P21W;R5W;-;-;
NV200 / EVALIA Bus;07/10->>;Standard;H4;H4;-;W5W;H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;W5W;
NV200 Van;02/10->>;Standard;H4;H4;-;W5W;H8;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;W5W;
NV250 Bus (X61);07/19->>;Standard;H4;H4;P21/5W;P21/5W/;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
;;;;;;W5W;;;;;;;;;
NV250 Van (X61);07/19->>;Standard;H4;H4;P21/5W;P21/5W/;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
;;;;;;W5W;;;;;;;;;
NV300 Van (X82);09/16->>;Halogen;H4;H4;W21/5W/;W21/5W/;H16/H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;**;
;;;;;LED;LED;;;;;;;;;
;;LED;LED;LED;LED;LED;H16/H11;LED;PY21W;P21/5W;P21/5W;W5W;W5W;**;
NV300 Kombi (X82);09/16->>;Halogen;H4;H4;W21/5W/;W21/5W/;H16/H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;**;
;;;;;LED;LED;;;;;;;;;
;;LED;LED;LED;LED;LED;H16/H11;LED;PY21W;P21/5W;P21/5W;W5W;W5W;**;
NV300 Platform/Chassis;09/16->>;Halogen;H4;H4;W21/5W/;W21/5W/;H16/H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;**;
(X82);;;;;LED;LED;;;;;;;;;
;;LED;LED;LED;LED;LED;H16/H11;LED;PY21W;P21/5W;P21/5W;W5W;W5W;**;
NV400 Van (X62, X62B);11/11->>;Standard;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W/**;-;
NV400 Bus (X62, X62B);11/11->>;Standard;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W/**;-;
NV400 Platform/Chassis;11/11->>;Standard;H7;H1;-;W5W;H11;PY21W;P21W;R10W;P21W;R10W;**;-;
(X62, X62B);;;;;;;;;;;;;;;
PATHFINDER II (R50);09/95-12/04;Standard;H4;H4;-;W5W;H3;PY21W;WY21W;W21/5W;W21/5W;W5W;6411;-;
PATHFINDER III (R51);01/05->>;Halogen;H4;H4;-;W5W;H11;P21W;P21W;P21/5W;P21/5W;W5W;**;**;
;;Bi-Xenon;D2R;D2R;-;W5W;H11;P21W;P21W;P21/5W;P21/5W;W5W;**;**;
PATHFINDER IV (R52);09/12->>;Standard;H11;HB3;PS19W;W5W;H11;WY21W;WY21W;W21/5W;W21/5W;W5W;**;**;
PATROL GR IV (Y60, GR);08/87-02/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;R10W;6411;-;
PATROL GR V Wagon;06/97->>;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
(Y61);;;;;;;;;;;;;;;
PATROL VI (Y62);04/10->>;Halogen;H11;H9;-;W5W;H8;WY21W;WY21W;LED;LED;W5W;-;-;
;;Xenon;D2S;H9;-;W5W;H8;WY21W;WY21W;LED;LED;W5W;-;-;
PICK UP (D21);09/85-02/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
PICK UP (D22);01/97->>;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R10W/;6411;-;
;;;;;;;;;;;;W5W;;;
PIXO (UA0);03/09->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;**;-;
PRAIRIE PRO (M11);10/88-10/98;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411;6411;
PRIMASTAR Van (X82);11/21->>;Halogen;H4;H4;W21/5W/;W21/5W/;H11/;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;;;;LED;LED;67219L+;;;;;;;;
;;LED;LED;LED;LED;LED;H11/;LED;PY21W;P21/5W;P21/5W;W5W;W5W;-;
;;;;;;;67219L+;;;;;;;;
PRIMASTAR Van (X83);09/02->>;Standard;H4;H4;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;W5W;**;-;
PRIMASTAR Bus (X83);03/01->>;Standard;H4;H4;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;W5W;**;-;
PRIMERA (P10);06/90-06/96;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
PRIMERA (P11);06/96-12/01;> 1999/05, Halogen;H1;H1;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;W5W;6411;-;
;;;;;;;;PY21W;PY21W;;;;;;
;;< 1999/06, Halogen;H7;H1;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;W5W;6411;-;
;;;;;;;;PY21W;PY21W;;;;;;
;;Xenon;D2S;H1;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;W5W;6411;-;
;;;;;;;;PY21W;PY21W;;;;;;
PRIMERA (P12);01/02->>;Halogen;H7;H7;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
;;Xenon;D2R;H7;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
PRIMERA Estate (WP12);01/02->>;Halogen;H7;H7;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
;;Xenon;D2R;H7;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
PRIMERA Hatchback;06/90-06/96;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
(P10);;;;;;;;;;;;;;;
PRIMERA Hatchback;06/96-07/02;> 1999/05, Halogen;H1;H1;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;W5W;6411;-;
(P11);;;;;;;;PY21W;PY21W;;;;;;
;;< 1999/06, Halogen;H7;H1;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;W5W;6411;-;
;;;;;;;;PY21W;PY21W;;;;;;
;;Xenon;D2S;H1;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;W5W;6411;-;
;;;;;;;;PY21W;PY21W;;;;;;
PRIMERA Hatchback;01/02->>;Halogen;H7;H7;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
(P12);;;;;;;;;;;;;;;
;;Xenon;D2R;H7;-;W5W;H11;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
PRIMERA Traveller (W10);07/90-03/98;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;-;
PRIMERA Traveller;06/96-01/02;> 1999/05, Halogen;H1;H1;-;W5W;H1;P21W/;P21W;P21/5W;P21/5W;W5W;6411;6411;
(WP11);;;;;;;;PY21W;;;;;;;
;;< 1999/06, Halogen;H7;H1;-;W5W;H1;P21W/;P21W;P21/5W;P21/5W;W5W;6411;6411;
;;;;;;;;PY21W;;;;;;;
;;Xenon;D2S;H1;-;W5W;H1;P21W/ PY21W;P21W;P21/5W;P21/5W;W5W;6411;6411;
PULSAR Hatchback (C13);08/12->>;LED;LED;H9;PS19W;LED;H11;WY21W;WY21W;W5W;W21W;W5W;-;-;
;;Halogen;H11;H9;PS19W;W5W;H11;WY21W;WY21W;W5W;W21W;W5W;-;-;
QASHQAI / QASHQAI +2 I (J10, NJ10, JJ10E);12/06-04/14;Halogen;H7;H7;-;W5W;H11;PY21W;P21W;P21/5W/ LED;P21/5W/ LED;W5W;-;W5W;
;;> 2009, Xenon;D2R;H7;-;W5W;H11;PY21W;P21W;P21/5W/ LED;P21/5W/ LED;W5W;-;W5W;
;;< 2010, Xenon;D1S;H7;-;W5W;H11;PY21W;P21W;P21/5W/ LED;P21/5W/ LED;W5W;-;W5W;
QASHQAI II Closed Off- Road Vehicle (J11, J11_);11/13->>;Halogen;H11;H7/H9;LED;LED;H8;W21W;WY21W;LED;LED;W5W;W5W;W5W;
;;LED;LED;LED;LED;LED;H8;WY21W;WY21W;LED;LED;W5W;W5W;W5W;
QASHQAI III (J12);04/21->>;Standard;LED;LED;LED;LED;-;WY21W;WY21W;LED;LED;W5W;LED;LED;
SERENA (C23);07/92-09/01;Standard;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
SUNNY III (N14);05/90-12/96;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;**;
SUNNY III Estate Van (Y10);11/90-03/00;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411/**;6411;
SUNNY III Hatchback (N14);10/90-07/95;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;**;
SUNNY III Liftback (N14);10/90-10/95;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;6411;W5W;
SUNNY III Traveller (Y10);11/90-03/00;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;6411/**;6411;
TEANA I (J31);10/03-06/08;Halogen;H11;H7;-;W5W;H8;WY21W;W21W;W5W;LED;W5W;**;-;
;;Xenon;D2S;H7;-;W5W;H8;WY21W;W21W;W5W;LED;W5W;**;-;
TEANA II (J32);07/08-09/13;Halogen;H11;H9;-;W5W;H11;WY21W;**;LED;LED;W5W;**;-;
;;Xenon;D2R;H9;-;W5W;H11;WY21W;**;LED;LED;W5W;**;-;
TERRANO (D10);08/13->>;Standard;H7;H1;-;W5W;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;C5W;
TERRANO II (R20);10/92-09/07;> 1999/09;H4;H4;-;W5W;HB4;P21W/ PY21W;P21W;R10W;P21W;C5W;6411;6411;
;;< 1999/10;H4;H4;-;W5W;HB4;P21W/ PY21W;P21W;R5W;P21W;C5W;6411;6411;
TIIDA Saloon (SC11);02/06-12/12;Standard;H4;H4;-;W5W;H8;PY21W;PY21W;P21/5W;P21/5W;W5W;-;-;
TIIDA Saloon (SC12);08/11->>;LED;LED;H9;**;LED;H11;WY21W;WY21W;W5W;W21W;W5W;-;-;
;;Halogen;H11;H9;**;W5W;H11;WY21W;WY21W;W5W;W21W;W5W;-;-;
URVAN Bus (E24);06/86-05/97;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;R10W;6411;-;
VANETTE CARGO Van (HC 23);09/94->>;Standard;H4;H4;-;W5W;-;PY21W;P21W;P21/5W;P21/5W;W5W;6411;-;
